#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req alpha view q0,visible=0 q1,visible=0 q2,visible=0

1569321310.48 815149 3.967 362327.810 218750 0 2 0 0.000 863296 10.000 0.576 47341568.000 343384064.000 1569321309.130 1569321308.991 0 0 218750 406250 781250
1569321310.58 815149 3.967 362327.810 218750 0 2 0 0.000 863296 10.000 0.578 47484928.000 343527424.000 1569321309.130 1569321308.991 0 0 218750 406250 781250
1569321310.68 815149 3.967 362327.810 218750 0 2 0 0.000 863296 20.000 0.580 47628288.000 343670784.000 1569321309.130 1569321308.991 0 0 218750 406250 781250
1569321310.78 815149 3.967 362327.810 218750 0 2 0 0.000 863296 10.000 0.582 47771648.000 343814144.000 1569321309.130 1569321308.991 0 0 218750 406250 781250
1569321310.89 815149 3.967 362327.810 218750 0 2 0 0.000 863296 10.000 0.583 47927296.000 343957504.000 1569321309.130 1569321308.991 0 0 218750 406250 781250
1569321310.99 815149 3.967 362327.810 218750 0 2 0 0.000 863296 18.182 0.585 48070656.000 344100864.000 1569321309.130 1569321308.991 0 0 218750 406250 781250
1569321311.09 815149 3.967 362327.810 218750 0 2 0 0.000 863296 20.000 0.587 48214016.000 344244224.000 1569321309.130 1569321308.991 0 0 218750 406250 781250
1569321311.19 815149 3.967 362327.810 218750 0 2 0 0.000 863296 20.000 0.589 48357376.000 344387584.000 1569321309.130 1569321308.991 0 0 218750 406250 781250
1569321311.29 815149 3.967 362327.810 218750 0 2 0 0.000 863296 10.000 0.572 47116288.000 342921216.000 1569321309.130 1569321308.991 0 0 218750 406250 781250
1569321311.39 815149 3.967 362327.810 218750 0 2 0 0.000 863296 0.000 0.572 47116288.000 342921216.000 1569321309.130 1569321308.991 0 0 218750 406250 781250
1569321311.50 815149 3.967 362327.810 218750 0 2 0 0.000 863296 0.000 0.572 47116288.000 342921216.000 1569321309.130 1569321308.991 0 0 218750 406250 781250
1569321311.60 815149 3.967 362327.810 218750 0 2 0 0.000 863296 0.000 0.572 47116288.000 342921216.000 1569321309.130 1569321308.991 0 0 218750 406250 781250

1569321311.70 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 40.000 0.582 47923200.000 342110208.000 1569321311.600 1569321311.599 327 0 218750 406250 781250
1569321311.80 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 10.000 0.582 47923200.000 342249472.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321311.90 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 10.000 0.583 47935488.000 342249472.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321312.01 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 10.000 0.585 48058368.000 342388736.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321312.11 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 18.182 0.587 48201728.000 342532096.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321312.21 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 10.000 0.588 48345088.000 342675456.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321312.31 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 10.000 0.590 48488448.000 342962176.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321312.41 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 10.000 0.592 48644096.000 343105536.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321312.51 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 9.091 0.594 48787456.000 343248896.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321312.62 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 10.000 0.596 48930816.000 343392256.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321312.72 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 20.000 0.597 49074176.000 343535616.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321312.82 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 10.000 0.599 49217536.000 343678976.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321312.92 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 20.000 0.601 49373184.000 343822336.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321313.02 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 10.000 0.602 49516544.000 343822336.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321313.13 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 0.000 0.602 49606656.000 343822336.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321313.23 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 10.000 0.606 49872896.000 344211456.000 1569321311.734 1569321311.599 327 0 218750 406250 781250
1569321313.33 1576157 7.967 327729.032 218750 0 2 0 0.000 1672260 20.000 0.608 49946624.000 344354816.000 1569321311.734 1569321311.599 327 0 218750 406250 781250

1569321313.43 2321019 11.983 483577.901 218750 0 2 0 0.000 2466748 40.000 0.602 49569792.000 342110208.000 1569321313.381 1569321313.377 327 0 218750 406250 781250
1569321313.53 2321019 11.983 483577.901 218750 0 2 1 6.962 2466748 10.000 0.602 49635328.000 342110208.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321313.63 2321019 11.983 483577.901 218750 0 2 1 6.962 2466748 9.091 0.603 49635328.000 342253568.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
