#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req alpha view q0,visible=0 q1,visible=0 q2,visible=0 q3,visible=0
1569333337.42 0 0.000 0.000 25000 0 3 0 0.000 0 9.091 0.550 45293568.000 651173888.000 1569333336.346 -1.000 0 0 25000 38888 60555 92222
1569333337.52 0 0.000 0.000 25000 0 3 0 0.000 0 0.000 0.551 45334528.000 651173888.000 1569333336.346 -1.000 0 0 25000 38888 60555 92222
1569333337.63 0 0.000 0.000 25000 0 3 0 0.000 0 10.000 0.551 45363200.000 651173888.000 1569333336.346 -1.000 0 0 25000 38888 60555 92222
1569333337.73 0 0.000 0.000 25000 0 3 0 0.000 0 9.091 0.552 45404160.000 651173888.000 1569333336.346 -1.000 0 0 25000 38888 60555 92222
1569333337.83 0 0.000 0.000 25000 0 3 0 0.000 0 0.000 0.552 45441024.000 651317248.000 1569333336.346 -1.000 0 0 25000 38888 60555 92222
1569333337.94 0 0.000 0.000 25000 0 3 0 0.000 0 10.000 0.553 45481984.000 651317248.000 1569333336.346 -1.000 0 0 25000 38888 60555 92222
1569333338.04 0 0.000 0.000 25000 0 3 0 0.000 0 9.091 0.553 45522944.000 651317248.000 1569333336.346 -1.000 0 0 25000 38888 60555 92222
1569333338.14 0 0.000 0.000 25000 0 3 0 0.000 0 10.000 0.553 45559808.000 651317248.000 1569333336.346 -1.000 0 0 25000 38888 60555 92222
1569333338.25 0 0.000 0.000 25000 0 3 0 0.000 0 9.091 0.554 45600768.000 651460608.000 1569333336.346 -1.000 0 0 25000 38888 60555 92222
1569333338.35 0 0.000 0.000 25000 0 3 0 0.000 0 0.000 0.554 45629440.000 651460608.000 1569333336.346 -1.000 0 0 25000 38888 60555 92222
1569333338.46 0 0.000 0.000 25000 0 3 0 0.000 0 10.000 0.555 45670400.000 651460608.000 1569333336.346 -1.000 0 0 25000 38888 60555 92222
1569333338.56 0 0.000 0.000 25000 0 3 0 0.000 0 9.091 0.555 45711360.000 651460608.000 1569333336.346 -1.000 0 0 25000 38888 60555 92222
1569333338.66 146141 9.943 109645.097 25000 0 3 0 0.000 250228 10.000 0.566 46592000.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333338.76 146141 9.943 109645.097 25000 0 3 0 0.000 250228 20.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333338.87 146141 9.943 109645.097 25000 0 3 0 0.000 250228 0.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333338.97 146141 9.943 109645.097 25000 0 3 0 0.000 250228 0.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333339.07 146141 9.943 109645.097 25000 0 3 0 0.000 250228 20.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333339.18 146141 9.943 109645.097 25000 0 3 0 0.000 250228 0.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333339.28 146141 9.943 109645.097 25000 0 3 0 0.000 250228 10.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333339.39 146141 9.943 109645.097 25000 0 3 0 0.000 250228 9.091 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333339.49 146141 9.943 109645.097 25000 0 3 0 0.000 250228 0.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333339.59 146141 9.943 109645.097 25000 0 3 0 0.000 250228 10.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333339.70 146141 9.943 109645.097 25000 0 3 0 0.000 250228 10.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333339.80 146141 9.943 109645.097 25000 0 3 0 0.000 250228 9.091 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333339.90 146141 9.943 109645.097 25000 0 3 0 0.000 250228 0.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333340.00 146141 9.943 109645.097 25000 0 3 0 0.000 250228 0.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333340.11 146141 9.943 109645.097 25000 0 3 0 0.000 250228 9.091 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333340.21 146141 9.943 109645.097 25000 0 3 0 0.000 250228 10.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333340.31 146141 9.943 109645.097 25000 0 3 0 0.000 250228 0.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333340.42 146141 9.943 109645.097 25000 0 3 0 0.000 250228 18.182 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333340.52 146141 9.943 109645.097 25000 0 3 0 0.000 250228 0.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333340.62 146141 9.943 109645.097 25000 0 3 0 0.000 250228 0.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333340.73 146141 9.943 109645.097 25000 0 3 0 0.000 250228 0.000 0.566 46673920.000 651616256.000 1569333338.633 1569333338.628 0 0 25000 38888 60555 92222
1569333340.83 303204 19.953 120590.677 92222 3 3 0 0.000 513052 20.000 0.573 47214592.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333340.94 296004 19.820 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333341.04 295616 19.753 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333341.14 294902 19.620 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333341.24 294457 19.553 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333341.35 293495 19.419 120590.677 92222 3 3 1 5.310 513052 9.091 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333341.45 293119 19.353 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333341.56 292131 19.219 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333341.66 290929 19.086 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333341.76 290441 19.019 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333341.86 287303 18.886 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333341.97 286447 18.819 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333342.07 284925 18.685 120590.677 92222 3 3 1 5.310 513052 9.091 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333342.17 284440 18.619 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333342.28 283186 18.485 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333342.38 282588 18.418 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333342.49 281617 18.285 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333342.59 280789 18.218 120590.677 92222 3 3 1 5.310 513052 9.091 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333342.69 279540 18.085 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333342.79 278991 18.018 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333342.90 269801 17.885 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333343.00 268151 17.751 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333343.10 267581 17.684 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333343.21 266529 17.551 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333343.31 265878 17.484 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333343.41 264800 17.351 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333343.52 264312 17.284 120590.677 92222 3 3 1 5.310 513052 9.091 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333343.62 263135 17.150 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333343.72 262492 17.084 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333343.83 261355 16.950 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333343.93 257366 16.817 120590.677 92222 3 3 1 5.310 513052 9.091 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333344.03 256742 16.750 120590.677 92222 3 3 1 5.310 513052 9.091 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333344.14 255425 16.617 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333344.24 254659 16.550 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333344.35 253395 16.416 120590.677 92222 3 3 1 5.310 513052 20.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333344.45 252882 16.350 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333344.55 251671 16.216 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333344.66 251136 16.149 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333344.76 249834 16.016 120590.677 92222 3 3 1 5.310 513052 9.091 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333344.87 240260 15.883 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333344.97 239059 15.816 120590.677 92222 3 3 1 5.310 513052 9.091 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333345.07 237878 15.682 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333345.17 237378 15.616 120590.677 92222 3 3 1 5.310 513052 0.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333345.27 236015 15.482 120590.677 92222 3 3 1 5.310 513052 10.000 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333345.38 235400 15.415 120590.677 92222 3 3 1 5.310 513052 9.091 0.573 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333345.48 234374 15.282 120590.677 92222 3 3 1 5.310 513052 0.000 0.574 47251456.000 651616256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333345.58 233675 15.215 120590.677 92222 3 3 1 5.310 513052 0.000 0.577 47550464.000 651952128.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333345.69 232525 15.082 120590.677 92222 3 3 1 5.310 513052 10.000 0.577 47562752.000 651952128.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333345.79 231971 15.015 120590.677 92222 3 3 1 5.310 513052 9.091 0.578 47579136.000 651952128.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333345.90 228350 14.882 120590.677 92222 3 3 1 5.310 513052 10.000 0.578 47603712.000 651952128.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333346.00 226532 14.748 120590.677 92222 3 3 1 5.310 513052 0.000 0.578 47616000.000 651952128.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333346.10 225787 14.681 120590.677 92222 3 3 1 5.310 513052 10.000 0.578 47628288.000 651952128.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333346.20 224468 14.548 120590.677 92222 3 3 1 5.310 513052 10.000 0.579 47656960.000 651952128.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333346.31 223860 14.481 120590.677 92222 3 3 1 5.310 513052 0.000 0.579 47669248.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333346.41 222645 14.348 120590.677 92222 3 3 1 5.310 513052 9.091 0.579 47693824.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333346.52 222106 14.281 120590.677 92222 3 3 1 5.310 513052 0.000 0.579 47710208.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333346.62 220848 14.147 120590.677 92222 3 3 1 5.310 513052 0.000 0.580 47734784.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333346.72 220249 14.081 120590.677 92222 3 3 1 5.310 513052 20.000 0.580 47747072.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333346.83 219012 13.947 120590.677 92222 3 3 1 5.310 513052 0.000 0.580 47759360.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333346.93 209691 13.881 120590.677 92222 3 3 1 5.310 513052 0.000 0.580 47759360.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333347.03 207889 13.747 120590.677 92222 3 3 1 5.310 513052 10.000 0.580 47759360.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333347.13 206745 13.614 120590.677 92222 3 3 1 5.310 513052 0.000 0.580 47759360.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333347.24 206080 13.547 120590.677 92222 3 3 1 5.310 513052 0.000 0.580 47759360.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333347.34 204791 13.413 120590.677 92222 3 3 1 5.310 513052 10.000 0.580 47759360.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333347.45 204264 13.347 120590.677 92222 3 3 1 5.310 513052 10.000 0.580 47759360.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333347.55 202999 13.213 120590.677 92222 3 3 1 5.310 513052 0.000 0.580 47759360.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333347.65 202425 13.146 120590.677 92222 3 3 1 5.310 513052 0.000 0.580 47759360.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333347.76 201198 13.013 120590.677 92222 3 3 1 5.310 513052 10.000 0.580 47759360.000 652095488.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333347.86 200639 12.946 120590.677 92222 3 3 1 5.310 513052 0.000 0.581 47804416.000 652234752.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333347.96 196296 12.813 120590.677 92222 3 3 1 5.310 513052 10.000 0.581 47833088.000 652234752.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333348.07 194676 12.679 120590.677 92222 3 3 1 5.310 513052 10.000 0.581 47845376.000 652234752.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333348.17 194155 12.613 120590.677 92222 3 3 1 5.310 513052 0.000 0.581 47869952.000 652234752.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333348.27 192707 12.479 120590.677 92222 3 3 1 5.310 513052 20.000 0.582 47898624.000 652234752.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333348.37 192068 12.412 120590.677 92222 3 3 1 5.310 513052 0.000 0.582 47923200.000 652234752.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333348.48 190973 12.279 120590.677 92222 3 3 1 5.310 513052 9.091 0.582 47960064.000 652374016.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333348.58 190196 12.212 120590.677 92222 3 3 1 5.310 513052 0.000 0.583 47972352.000 652374016.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333348.68 189020 12.079 120590.677 92222 3 3 1 5.310 513052 0.000 0.583 47996928.000 652374016.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333348.78 188431 12.012 120590.677 92222 3 3 1 5.310 513052 10.000 0.583 48025600.000 652374016.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333348.89 178479 11.879 120590.677 92222 3 3 1 5.310 513052 9.091 0.583 48050176.000 652374016.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333348.99 177273 11.812 120590.677 92222 3 3 1 5.310 513052 10.000 0.584 48074752.000 652374016.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333349.10 176015 11.678 120590.677 92222 3 3 1 5.310 513052 0.000 0.584 48103424.000 652517376.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333349.20 175474 11.612 120590.677 92222 3 3 1 5.310 513052 9.091 0.584 48115712.000 652517376.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333349.30 174041 11.478 120590.677 92222 3 3 1 5.310 513052 10.000 0.585 48140288.000 652517376.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333349.41 172876 11.345 120590.677 92222 3 3 1 5.310 513052 0.000 0.585 48168960.000 652517376.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333349.51 172359 11.278 120590.677 92222 3 3 1 5.310 513052 9.091 0.585 48193536.000 652517376.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333349.61 171091 11.144 120590.677 92222 3 3 1 5.310 513052 0.000 0.585 48222208.000 652517376.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333349.71 170377 11.078 120590.677 92222 3 3 1 5.310 513052 10.000 0.586 48234496.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333349.82 169263 10.944 120590.677 92222 3 3 1 5.310 513052 9.091 0.586 48259072.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333349.92 166023 10.878 120590.677 92222 3 3 1 5.310 513052 10.000 0.586 48287744.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333350.03 164217 10.744 120590.677 92222 3 3 1 5.310 513052 0.000 0.587 48312320.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333350.13 163367 10.677 120590.677 92222 3 3 1 5.310 513052 9.091 0.587 48340992.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333350.23 162013 10.544 120590.677 92222 3 3 1 5.310 513052 0.000 0.587 48365568.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333350.33 160652 10.410 120590.677 92222 3 3 1 5.310 513052 0.000 0.587 48365568.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333350.44 160116 10.344 120590.677 92222 3 3 1 5.310 513052 10.000 0.587 48365568.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333350.54 158807 10.210 120590.677 92222 3 3 1 5.310 513052 10.000 0.587 48365568.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333350.65 158258 10.143 120590.677 92222 3 3 1 5.310 513052 0.000 0.587 48365568.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333350.75 157063 10.010 120590.677 92222 3 3 1 5.310 513052 9.091 0.587 48365568.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333350.86 156461 9.943 120590.677 92222 3 3 1 5.310 513052 0.000 0.587 48365568.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333350.96 145985 9.810 120590.677 92222 3 3 1 5.310 513052 0.000 0.587 48365568.000 652660736.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333351.07 145372 9.743 120590.677 92222 3 3 1 5.310 513052 20.000 0.588 48365568.000 652828672.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333351.17 144205 9.610 120590.677 92222 3 3 1 5.310 513052 0.000 0.588 48427008.000 652828672.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333351.27 142794 9.476 120590.677 92222 3 3 1 5.310 513052 0.000 0.588 48427008.000 652828672.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333351.38 142157 9.409 120590.677 92222 3 3 1 5.310 513052 18.182 0.591 48427008.000 653008896.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333351.48 141083 9.276 120590.677 92222 3 3 1 5.310 513052 0.000 0.591 48656384.000 653008896.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333351.58 140340 9.209 120590.677 92222 3 3 1 5.310 513052 0.000 0.591 48668672.000 653008896.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333351.69 139112 9.076 120590.677 92222 3 3 1 5.310 513052 10.000 0.591 48693248.000 653008896.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333351.79 138541 9.009 120590.677 92222 3 3 1 5.310 513052 9.091 0.591 48721920.000 653008896.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333351.89 134717 8.876 120590.677 92222 3 3 1 5.310 513052 0.000 0.591 48721920.000 653008896.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333352.00 133549 8.809 120590.677 92222 3 3 1 5.310 513052 0.000 0.591 48721920.000 653008896.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333352.10 131972 8.675 120590.677 92222 3 3 1 5.310 513052 10.000 0.591 48721920.000 653008896.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333352.20 130638 8.542 120590.677 92222 3 3 1 5.310 513052 0.000 0.591 48721920.000 653008896.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333352.31 129992 8.475 120590.677 92222 3 3 1 5.310 513052 10.000 0.591 48721920.000 653008896.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333352.41 128753 8.342 120590.677 92222 3 3 1 5.310 513052 9.091 0.591 48721920.000 653008896.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333352.51 128212 8.275 120590.677 92222 3 3 1 5.310 513052 0.000 0.592 48721920.000 653152256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333352.62 126885 8.141 120590.677 92222 3 3 1 5.310 513052 9.091 0.592 48750592.000 653152256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
1569333352.72 126266 8.075 120590.677 92222 3 3 1 5.310 513052 0.000 0.592 48750592.000 653152256.000 1569333340.814 1569333340.812 0 0 25000 38888 60555 92222
