#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req alpha view q0,visible=0 q1,visible=0 q2,visible=0 q3,visible=0

1569334759.63 284440 18.619 120386.419 25000 0 3 1 6.955 513052 0.000 0.572 47128576.000 651513856.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334759.74 283186 18.485 120386.419 25000 0 3 1 6.955 513052 20.000 0.572 47128576.000 651513856.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334759.84 282588 18.418 120386.419 25000 0 3 1 6.955 513052 0.000 0.572 47128576.000 651513856.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334759.94 281617 18.285 120386.419 25000 0 3 1 6.955 513052 0.000 0.572 47128576.000 651513856.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334760.05 280789 18.218 120386.419 25000 0 3 1 6.955 513052 10.000 0.572 47128576.000 651513856.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334760.15 279540 18.085 120386.419 25000 0 3 1 6.955 513052 9.091 0.572 47128576.000 651513856.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334760.26 278410 17.951 120386.419 25000 0 3 1 6.955 513052 9.091 0.572 47128576.000 651513856.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334760.36 269801 17.885 120386.419 25000 0 3 1 6.955 513052 0.000 0.572 47128576.000 651513856.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334760.46 268151 17.751 120386.419 25000 0 3 1 6.955 513052 10.000 0.572 47128576.000 651513856.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334760.57 267581 17.684 120386.419 25000 0 3 1 6.955 513052 10.000 0.572 47136768.000 651513856.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334760.67 266529 17.551 120386.419 25000 0 3 1 6.955 513052 9.091 0.572 47153152.000 651513856.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334760.77 265878 17.484 120386.419 25000 0 3 1 6.955 513052 0.000 0.572 47153152.000 651513856.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334760.88 264800 17.351 120386.419 25000 0 3 1 6.955 513052 0.000 0.573 47153152.000 651677696.000 1569334758.215 1569334758.212 0 0 25000 38888 60555 92222
1569334760.98 421904 27.294 99113.343 25000 0 3 1 6.955 776816 18.182 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334761.08 420727 27.161 99113.343 25000 0 3 1 6.955 776816 0.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334761.19 420084 27.094 99113.343 25000 0 3 1 6.955 776816 10.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334761.29 418947 26.960 99113.343 25000 0 3 1 6.955 776816 0.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334761.39 414958 26.827 99113.343 25000 0 3 1 6.955 776816 10.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334761.50 414334 26.760 99113.343 25000 0 3 1 6.955 776816 0.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334761.60 413017 26.627 99113.343 25000 0 3 1 6.955 776816 10.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334761.70 412251 26.560 99113.343 25000 0 3 1 6.955 776816 10.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
