#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req alpha view q0,visible=0 q1,visible=0 q2,visible=0
#Host: 10.73.0.27
1569329200.60 0 0.000 0.000 218750 0 2 0 0.000 0 0.000 0.538 43954176.000 342040576.000 -1.000 -1.000 0 0 218750 406250 781250
1569329200.71 0 0.000 0.000 218750 0 2 0 0.000 0 9.091 0.541 44351488.000 342319104.000 1569329200.605 -1.000 0 0 218750 406250 781250
1569329200.81 0 0.000 0.000 218750 0 2 0 0.000 0 10.000 0.545 44609536.000 342605824.000 1569329200.605 -1.000 0 0 218750 406250 781250
1569329200.91 0 0.000 0.000 218750 0 2 0 0.000 0 30.000 0.548 44871680.000 342749184.000 1569329200.605 -1.000 0 0 218750 406250 781250
1569329201.01 0 0.000 0.000 218750 0 2 0 0.000 0 10.000 0.551 45133824.000 343035904.000 1569329200.605 -1.000 0 0 218750 406250 781250
1569329201.11 0 0.000 0.000 218750 0 2 0 0.000 0 18.182 0.554 45379584.000 343322624.000 1569329200.605 -1.000 0 0 218750 406250 781250
1569329201.22 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.557 45641728.000 343609344.000 1569329200.605 -1.000 0 0 218750 406250 781250
1569329201.32 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.559 45899776.000 343752704.000 1569329200.605 -1.000 0 0 218750 406250 781250
1569329201.42 0 0.000 0.000 218750 0 2 0 0.000 0 10.000 0.563 46338048.000 344051712.000 1569329200.605 -1.000 0 0 218750 406250 781250
1569329201.52 0 0.000 0.000 218750 0 2 0 0.000 0 30.000 0.557 45793280.000 343642112.000 1569329200.605 -1.000 0 0 218750 406250 781250
1569329201.62 0 0.000 0.000 218750 0 2 0 0.000 0 50.000 0.549 45215744.000 342949888.000 1569329200.605 -1.000 0 0 218750 406250 781250
#Host: 10.73.0.27
1569329201.73 815149 3.967 844635.618 218750 0 2 0 0.000 863296 30.000 0.580 47734784.000 343826432.000 1569329201.629 1569329201.627 0 0 218750 406250 781250
1569329201.83 815149 3.967 844635.618 218750 0 2 0 0.000 863296 18.182 0.580 47824896.000 343826432.000 1569329201.759 1569329201.627 0 0 218750 406250 781250
1569329201.93 815149 3.967 844635.618 218750 0 2 0 0.000 863296 20.000 0.580 47824896.000 343826432.000 1569329201.759 1569329201.627 0 0 218750 406250 781250
1569329202.03 815149 3.967 844635.618 218750 0 2 0 0.000 863296 10.000 0.580 47824896.000 343826432.000 1569329201.759 1569329201.627 0 0 218750 406250 781250
1569329202.13 815149 3.967 844635.618 218750 0 2 0 0.000 863296 20.000 0.580 47824896.000 343826432.000 1569329201.759 1569329201.627 0 0 218750 406250 781250
1569329202.23 815149 3.967 844635.618 218750 0 2 0 0.000 863296 27.273 0.580 47824896.000 343826432.000 1569329201.759 1569329201.627 0 0 218750 406250 781250
1569329202.34 815149 3.967 844635.618 218750 0 2 0 0.000 863296 10.000 0.580 47824896.000 343826432.000 1569329201.759 1569329201.627 0 0 218750 406250 781250
1569329202.45 1576157 7.967 1207363.706 218750 0 2 0 0.000 1672260 54.545 0.603 49717248.000 343826432.000 1569329202.430 1569329202.429 130 1 218750 406250 781250
#Host: 10.73.0.27
1569329202.55 1576157 7.967 1207363.706 218750 0 2 0 0.000 1672260 10.000 0.603 49717248.000 343826432.000 1569329202.430 1569329202.429 130 1 218750 406250 781250
1569329202.65 1576157 7.967 1207363.706 218750 0 2 0 0.000 1672260 10.000 0.603 49717248.000 343826432.000 1569329202.562 1569329202.429 130 1 218750 406250 781250
1569329202.76 1576157 7.967 1207363.706 218750 0 2 0 0.000 1672260 18.182 0.603 49717248.000 343826432.000 1569329202.562 1569329202.429 130 1 218750 406250 781250
1569329202.86 1576157 7.967 1207363.706 218750 0 2 0 0.000 1672260 20.000 0.603 49717248.000 343826432.000 1569329202.562 1569329202.429 130 1 218750 406250 781250
