#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req alpha view q0,visible=0 q1,visible=0 q2,visible=0
#Host: 10.73.0.27
1569315896.31 0 0.000 0.000 218750 0 2 0 0.000 0 0.000 0.535 43839488.000 342044672.000 -1.000 -1.000 0 0 218750 406250 781250
1569315896.41 0 0.000 0.000 218750 0 2 0 0.000 0 10.000 0.539 44388352.000 342319104.000 1569315896.309 -1.000 0 0 218750 406250 781250
1569315896.51 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.543 44683264.000 342597632.000 1569315896.309 -1.000 0 0 218750 406250 781250
1569315896.61 0 0.000 0.000 218750 0 2 0 0.000 0 9.091 0.546 44986368.000 342884352.000 1569315896.309 -1.000 0 0 218750 406250 781250
1569315896.72 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.550 45273088.000 343162880.000 1569315896.309 -1.000 0 0 218750 406250 781250
1569315896.82 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.553 45563904.000 343449600.000 1569315896.309 -1.000 0 0 218750 406250 781250
1569315896.92 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.556 45600768.000 343736320.000 1569315896.309 -1.000 0 0 218750 406250 781250
1569315897.02 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.560 46112768.000 344104960.000 1569315896.309 -1.000 0 0 218750 406250 781250
1569315897.12 0 0.000 0.000 218750 0 2 0 0.000 0 30.000 0.555 45572096.000 343670784.000 1569315896.309 -1.000 0 0 218750 406250 781250
1569315897.23 815149 3.967 965122.377 218750 0 2 0 0.000 863296 72.727 0.577 47427584.000 343830528.000 1569315897.208 1569315897.203 0 0 218750 406250 781250
#Host: 10.73.0.27
1569315897.33 815149 3.967 965122.377 218750 0 2 0 0.000 863296 10.000 0.577 47501312.000 343830528.000 1569315897.208 1569315897.203 0 0 218750 406250 781250
1569315897.43 815149 3.967 965122.377 218750 0 2 0 0.000 863296 20.000 0.577 47517696.000 343830528.000 1569315897.348 1569315897.203 0 0 218750 406250 781250
