#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req alpha view q0,visible=0 q1,visible=0 q2,visible=0
#Host: 10.73.0.27
1569314753.95 0 0.000 0.000 218750 0 2 0 0.000 0 0.000 0.538 43986944.000 342044672.000 -1.000 -1.000 0 0 218750 406250 781250
1569314754.05 0 0.000 0.000 218750 0 2 0 0.000 0 10.000 0.541 44380160.000 342319104.000 1569314753.948 -1.000 0 0 218750 406250 781250
1569314754.15 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.544 44609536.000 342462464.000 1569314753.948 -1.000 0 0 218750 406250 781250
1569314754.25 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.546 44830720.000 342605824.000 1569314753.948 -1.000 0 0 218750 406250 781250
1569314754.35 0 0.000 0.000 218750 0 2 0 0.000 0 0.000 0.546 44961792.000 342605824.000 1569314753.948 -1.000 0 0 218750 406250 781250
1569314754.46 0 0.000 0.000 218750 0 2 0 0.000 0 0.000 0.546 44961792.000 342605824.000 1569314753.948 -1.000 0 0 218750 406250 781250
1569314754.56 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.549 44986368.000 342884352.000 1569314753.948 -1.000 0 0 218750 406250 781250
1569314754.66 0 0.000 0.000 218750 0 2 0 0.000 0 10.000 0.552 45252608.000 343171072.000 1569314753.948 -1.000 0 0 218750 406250 781250
1569314754.76 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.556 45514752.000 343457792.000 1569314753.948 -1.000 0 0 218750 406250 781250
1569314754.87 0 0.000 0.000 218750 0 2 0 0.000 0 27.273 0.559 45772800.000 343744512.000 1569314753.948 -1.000 0 0 218750 406250 781250
1569314754.97 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.562 46026752.000 343887872.000 1569314753.948 -1.000 0 0 218750 406250 781250
1569314755.07 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.565 46288896.000 344174592.000 1569314753.948 -1.000 0 0 218750 406250 781250
1569314755.17 0 0.000 0.000 218750 0 2 0 0.000 0 40.000 0.548 45191168.000 342908928.000 1569314753.948 -1.000 0 0 218750 406250 781250
#Host: 10.73.0.27
1569314755.27 815149 3.967 669599.552 218750 0 2 0 0.000 863296 45.455 0.563 46395392.000 342102016.000 1569314755.241 1569314755.237 0 0 218750 406250 781250
1569314755.38 815149 3.967 669599.552 218750 0 2 0 0.000 863296 10.000 0.563 46415872.000 342102016.000 1569314755.369 1569314755.237 0 0 218750 406250 781250
1569314755.48 815149 3.967 669599.552 218750 0 2 0 0.000 863296 10.000 0.566 46415872.000 342388736.000 1569314755.369 1569314755.237 0 0 218750 406250 781250
1569314755.58 815149 3.967 669599.552 218750 0 2 0 0.000 863296 20.000 0.569 46600192.000 342532096.000 1569314755.369 1569314755.237 0 0 218750 406250 781250
1569314755.68 815149 3.967 669599.552 218750 0 2 0 0.000 863296 10.000 0.572 46845952.000 342818816.000 1569314755.369 1569314755.237 0 0 218750 406250 781250
